company_name,funding_total_usd,funding_type,category,city,founded_year,data_source
NetPlatform,22699400,Series B,Cybersecurity,Menlo Park,2021,Generated
Prism Hub58,12174480,Series A,Enterprise Software,Mountain View,2021,Generated
AIWorks20,140743231,Series D,Consumer Apps,San Francisco,2023,Generated
NetPlatform,14247867,Series A,DevOps,San Francisco,2018,Generated
NetSolutions,1763800,Seed,Biotech,South San Francisco,2021,Generated
MetaSystems,930575,Pre-seed,Data Analytics,Berkeley,2018,Generated
MetaApp,11911838,Series A,MarTech,Oakland,2018,Generated
CloudWorks56,8505970,Series A,AI,San Francisco,2023,Generated
Cipher Networks46,48488864,Series C,AI,South San Francisco,2021,Generated
AISolutions,5212520,Series A,DevOps,San Mateo,2019,Generated
Atlas Labs,101853642,Series D,MarTech,South San Francisco,2022,Generated
DigitalPlatform,422517974,Series E,Blockchain,Menlo Park,2019,Generated
DigitalNetworks,411230547,Series E,Biotech,Palo Alto,2018,Generated
QuantumAI,172815118,Series D,Robotics,Palo Alto,2020,Generated
QuantumSystems52,40634869,Series B,PropTech,Mountain View,2021,Generated
DigitalPlatform,41075869,Series B,E-commerce,San Jose,2022,Generated
MetaNetworks,87701948,Series C,Cryptocurrency,San Jose,2020,Generated
MetaNetworks37,74061522,Series C,AI,Redwood City,2022,Generated
Atlas Platform,111527695,Series D,MarTech,South San Francisco,2021,Generated
TechSolutions,71933691,Series C,AI,South San Francisco,2020,Generated
NetWorks33,29747957,Series B,AI,Sunnyvale,2021,Generated
QuantumTech,189372335,Series D,EdTech,Berkeley,2021,Generated
Orion Solutions,205906002,Series E,Enterprise Software,Mountain View,2024,Generated
CloudSystems95,14843012,Series A,DevOps,San Jose,2020,Generated
NetNetworks,15301309,Series B,E-commerce,Menlo Park,2024,Generated
DataNetworks,4126814,Seed,Enterprise Software,South San Francisco,2022,Generated
Stellar Works44,1533307,Seed,Gaming,San Francisco,2024,Generated
DigitalTech,85795975,Series D,DevOps,San Francisco,2019,Generated
SmartTech,911941,Pre-seed,Blockchain,Redwood City,2021,Generated
MetaHub6,11073069,Series A,IoT,Palo Alto,2024,Generated
QuantumNetworks18,5751003,Series A,Consumer Apps,Berkeley,2022,Generated
CloudPlatform,363045327,Series E,Consumer Apps,San Jose,2021,Generated
DigitalPlatform92,29528765,Series B,Consumer Apps,Menlo Park,2024,Generated
SmartNetworks,119190065,Series D,PropTech,Oakland,2019,Generated
CloudWorks13,2513795,Seed,SaaS,Oakland,2022,Generated
CyberApp43,3823842,Seed,PropTech,Oakland,2024,Generated
Atlas AI39,90222192,Series C,Robotics,San Jose,2024,Generated
MetaWorks,37346736,Series B,MarTech,San Francisco,2023,Generated
MetaPlatform23,291401128,Series E,PropTech,Redwood City,2018,Generated
CloudSolutions,122410675,Series D,HealthTech,South San Francisco,2024,Generated
Elysium App,57695776,Series C,EdTech,San Mateo,2018,Generated
QuantumWorks,86587191,Series D,Cryptocurrency,San Francisco,2023,Generated
AIApp97,98013557,Series D,Robotics,Berkeley,2024,Generated
DataSystems,434805047,Series E,Biotech,Redwood City,2022,Generated
CloudPlatform38,7226184,Series A,FinTech,Palo Alto,2021,Generated
DataSystems,1691404,Seed,Hardware,Mountain View,2018,Generated
Zenith Hub,2971442,Seed,Biotech,Redwood City,2019,Generated
Orion Works,16964790,Series A,Data Analytics,San Mateo,2020,Generated
DataWorks,779795,Pre-seed,Blockchain,Palo Alto,2018,Generated
SmartLabs88,27956158,Series B,E-commerce,Palo Alto,2023,Generated
CyberWorks,2319947,Seed,DevOps,San Mateo,2023,Generated
QuantumNetworks,27533484,Series B,SaaS,Berkeley,2019,Generated
CloudWorks22,2701836,Seed,DevOps,Palo Alto,2021,Generated
Zephyr Networks,14423901,Series A,CleanTech,Sunnyvale,2019,Generated
SmartLabs85,3478710,Seed,Gaming,Mountain View,2023,Generated
Nexus Solutions92,84485586,Series C,E-commerce,Redwood City,2018,Generated
DataPlatform,25319792,Series B,Robotics,Palo Alto,2022,Generated
CyberTech16,190174159,Series D,AI,South San Francisco,2022,Generated
Aether Hub,44536094,Series B,FinTech,San Mateo,2024,Generated
Luminar Solutions,156101019,Series E,Data Analytics,San Mateo,2021,Generated
CyberAI,153301842,Series D,MarTech,Mountain View,2019,Generated
Elysium Labs,4172342,Seed,AR/VR,Mountain View,2022,Generated
CyberAI41,16623549,Series A,Cloud Infrastructure,South San Francisco,2024,Generated
Stellar Labs,160505137,Series D,EdTech,San Francisco,2024,Generated
MetaPlatform,112681419,Series D,AI,Berkeley,2020,Generated
QuantumApp,101721,Pre-seed,Cybersecurity,San Mateo,2019,Generated
MetaNetworks,290119499,Series E,Cryptocurrency,Sunnyvale,2022,Generated
AISolutions69,5386970,Series A,MarTech,San Mateo,2021,Generated
CyberWorks,214195882,Series E,EdTech,Redwood City,2020,Generated
CyberApp,38806165,Series C,AR/VR,San Francisco,2018,Generated
Aether Hub56,300098291,Series E,Gaming,Oakland,2024,Generated
Stellar Systems,9117276,Series A,Enterprise Software,South San Francisco,2021,Generated
QuantumPlatform,39604618,Series B,PropTech,Palo Alto,2022,Generated
NetTech,4392293,Seed,Robotics,Palo Alto,2019,Generated
MetaNetworks,17245074,Series A,MarTech,Oakland,2022,Generated
SmartWorks,147914200,Series E,Blockchain,Mountain View,2021,Generated
QuantumPlatform,187670,Pre-seed,CleanTech,South San Francisco,2018,Generated
AIAI,1939944,Seed,Gaming,Menlo Park,2020,Generated
NetLabs,5598826,Series A,MarTech,San Francisco,2019,Generated
Luminar Solutions,111187661,Series E,AR/VR,Menlo Park,2020,Generated
QuantumTech,44307471,Series B,MarTech,Oakland,2021,Generated
Zephyr Works,10172575,Series A,AgTech,Mountain View,2021,Generated
Cipher Tech91,109711950,Series D,Data Analytics,Berkeley,2021,Generated
Orion App,269642872,Series E,AR/VR,Berkeley,2020,Generated
NetSystems,423132514,Series E,PropTech,Redwood City,2020,Generated
Zephyr Platform,84794354,Series D,AgTech,San Jose,2018,Generated
Zenith App,37210296,Series B,Biotech,Redwood City,2024,Generated
DigitalAI,60481769,Series C,AgTech,Menlo Park,2022,Generated
Elysium Tech,58109277,Series C,AgTech,Oakland,2024,Generated
Apex App,9510974,Series A,Consumer Apps,Mountain View,2019,Generated
Atlas Labs,76109951,Series C,IoT,Palo Alto,2022,Generated
QuantumSystems86,49314666,Series C,HealthTech,Mountain View,2020,Generated
MetaSolutions,320118730,Series E,Gaming,Berkeley,2021,Generated
QuantumAI,28554185,Series B,E-commerce,Berkeley,2022,Generated
Elysium Labs,2956758,Seed,SaaS,Redwood City,2024,Generated
TechTech22,28866632,Series B,E-commerce,Palo Alto,2020,Generated
QuantumTech1,422616,Pre-seed,SaaS,Menlo Park,2021,Generated
MetaTech50,7454244,Series A,Enterprise Software,Berkeley,2023,Generated
CyberApp7,72620736,Series C,EdTech,San Francisco,2019,Generated
Aether Labs91,8339999,Series A,Biotech,San Francisco,2021,Generated
CyberApp17,61107820,Series C,AgTech,South San Francisco,2021,Generated
Zephyr Platform,2847915,Seed,Data Analytics,Oakland,2021,Generated
MetaPlatform,33349931,Series C,AI,Sunnyvale,2023,Generated
CyberSolutions,4689079,Seed,Enterprise Software,Berkeley,2022,Generated
SmartTech,15496353,Series A,Cybersecurity,San Jose,2018,Generated
Helios Solutions,15208703,Series A,Cloud Infrastructure,Sunnyvale,2018,Generated
Aether Works,48769420,Series B,Consumer Apps,Redwood City,2022,Generated
QuantumNetworks,29835088,Series B,Gaming,Berkeley,2020,Generated
MetaSystems54,3510020,Seed,AgTech,Oakland,2021,Generated
DigitalHub,4283582,Seed,PropTech,San Jose,2024,Generated
Aegis AI33,43342058,Series B,HealthTech,San Mateo,2020,Generated
DataWorks,406446,Pre-seed,Enterprise Software,Berkeley,2022,Generated
DigitalPlatform,360076,Pre-seed,DevOps,San Mateo,2020,Generated
NetPlatform,2405177,Seed,SaaS,Sunnyvale,2022,Generated
DigitalTech,239154895,Series E,MarTech,San Jose,2024,Generated
NetHub,411802686,Series E,MarTech,San Francisco,2018,Generated
MetaAI,431878899,Series E,FinTech,San Jose,2024,Generated
Aether Solutions,3477360,Seed,Robotics,San Jose,2020,Generated
CyberSolutions,16620435,Series A,Cryptocurrency,South San Francisco,2024,Generated
QuantumSolutions,104751615,Series D,Data Analytics,San Francisco,2022,Generated
MetaWorks45,920420,Pre-seed,Cloud Infrastructure,Berkeley,2021,Generated
DigitalTech,68347917,Series C,IoT,Oakland,2018,Generated
DigitalLabs,119407915,Series D,SaaS,Palo Alto,2018,Generated
CyberSolutions,95363870,Series D,PropTech,Menlo Park,2023,Generated
Apex Works,860588,Pre-seed,Robotics,South San Francisco,2021,Generated
Luminar Systems,17057482,Series A,AgTech,Redwood City,2022,Generated
Aegis App,4193901,Seed,SaaS,San Jose,2022,Generated
Helios Networks18,881597,Pre-seed,MarTech,San Francisco,2022,Generated
Apex Solutions,10761380,Series A,CleanTech,South San Francisco,2020,Generated
Helios AI,206055427,Series E,E-commerce,South San Francisco,2019,Generated
Stellar Solutions,1054012,Seed,DevOps,San Jose,2020,Generated
TechSolutions,36753248,Series C,Robotics,San Mateo,2019,Generated
DataSystems4,2118812,Seed,Biotech,San Mateo,2020,Generated
Prism Hub,8281520,Series A,Biotech,Menlo Park,2024,Generated
DataTech,734760,Pre-seed,Consumer Apps,San Francisco,2020,Generated
Helios Labs,113600866,Series D,Cybersecurity,San Jose,2018,Generated
SmartPlatform8,701406,Pre-seed,E-commerce,Berkeley,2022,Generated
MetaLabs86,1794506,Seed,SaaS,South San Francisco,2024,Generated
Zenith Platform41,979523,Pre-seed,Data Analytics,Menlo Park,2019,Generated
DigitalNetworks,39189323,Series B,Cloud Infrastructure,Menlo Park,2021,Generated
Cipher Networks26,991136,Pre-seed,FinTech,South San Francisco,2018,Generated
AIApp,491004762,Series E,IoT,Palo Alto,2023,Generated
SmartPlatform,116915887,Series D,Biotech,Redwood City,2022,Generated
DataAI47,177560,Pre-seed,Consumer Apps,San Mateo,2024,Generated
MetaHub,1242525,Seed,AR/VR,Sunnyvale,2021,Generated
CyberLabs,137936707,Series D,Blockchain,Sunnyvale,2022,Generated
DigitalApp,332141314,Series E,Data Analytics,Palo Alto,2021,Generated
QuantumWorks7,146037371,Series E,CleanTech,Oakland,2019,Generated
DigitalSystems46,4056140,Seed,CleanTech,Oakland,2023,Generated
MetaSolutions,1689493,Seed,EdTech,Oakland,2023,Generated
Nexus Works25,79091552,Series C,E-commerce,San Mateo,2019,Generated
DigitalLabs,41428827,Series C,FinTech,San Jose,2019,Generated
CloudSystems,124870,Pre-seed,E-commerce,Berkeley,2020,Generated
CyberTech,899307,Pre-seed,Cryptocurrency,San Jose,2024,Generated
DataSystems49,79750685,Series D,Blockchain,Sunnyvale,2023,Generated
QuantumLabs,14503982,Series A,Cryptocurrency,Palo Alto,2022,Generated
AISystems,416352793,Series E,Gaming,Oakland,2019,Generated
Stellar Solutions25,133916194,Series E,Gaming,San Francisco,2022,Generated
Atlas App75,429838,Pre-seed,Cryptocurrency,Sunnyvale,2021,Generated
SmartHub,1252975,Seed,Biotech,Menlo Park,2021,Generated
SmartWorks35,87492229,Series C,Blockchain,Sunnyvale,2023,Generated
AINetworks,31472588,Series B,E-commerce,Berkeley,2020,Generated
Cipher Tech,213439442,Series E,IoT,Oakland,2019,Generated
QuantumAI71,74641959,Series C,FinTech,San Jose,2022,Generated
Helios Networks,383908,Pre-seed,Cryptocurrency,Berkeley,2023,Generated
CloudSolutions,35756044,Series B,Biotech,San Mateo,2023,Generated
MetaHub,89810644,Series C,Cryptocurrency,Menlo Park,2024,Generated
Stellar AI,411594,Pre-seed,Cybersecurity,San Jose,2023,Generated
DataApp17,436072674,Series E,Hardware,Menlo Park,2024,Generated
Helios Systems,19149297,Series A,SaaS,San Francisco,2023,Generated
SmartSolutions,16178575,Series A,AgTech,South San Francisco,2018,Generated
Helios Networks,19436442,Series B,SaaS,Sunnyvale,2021,Generated
QuantumPlatform,7021615,Series A,Hardware,Palo Alto,2018,Generated
DigitalPlatform,140107531,Series D,Cloud Infrastructure,Berkeley,2024,Generated
Orion Platform,395226,Pre-seed,Cloud Infrastructure,San Mateo,2019,Generated
DataNetworks20,77131167,Series C,CleanTech,Menlo Park,2018,Generated
SmartApp,190524784,Series D,PropTech,Sunnyvale,2020,Generated
QuantumWorks33,5742781,Series A,DevOps,San Jose,2022,Generated
SmartAI,18467407,Series B,Robotics,Menlo Park,2019,Generated
SmartApp14,280770308,Series E,E-commerce,Palo Alto,2022,Generated
DataNetworks,3334981,Seed,HealthTech,Palo Alto,2024,Generated
Aegis Systems,3634060,Seed,AI,Palo Alto,2018,Generated
CyberApp,28647878,Series B,AI,Palo Alto,2023,Generated
QuantumApp3,373306261,Series E,Cryptocurrency,Oakland,2024,Generated
Elysium Networks,621720,Pre-seed,FinTech,San Francisco,2020,Generated
Zenith Networks,9690779,Series A,AR/VR,Mountain View,2020,Generated
Aether Solutions,3696430,Seed,Enterprise Software,Palo Alto,2019,Generated
Aegis Hub78,43686111,Series B,AR/VR,Menlo Park,2018,Generated
